ID.x,Age,ChildrenNumber,CountryCitizen,EmploymentField,EmploymentStatus,ExpectedEarning,Gender,Income,JobPref,JobRoleInterest,LanguageAtHome,MaritalStatus,SchoolDegree,StudentDebtOwe
958e9bf08d07b8ba30c93152f340b3d6,35,NA,United States of America,NA,Not working but looking for work,70000,male,NA,work for a medium-sized company,Back-End Web Developer,English,NA,bachelor's degree,15000
1a3ef21a35b1bf9bdbc47f4ef7e7abb2,31,NA,United States of America,software development and IT,Employed for wages,60000,male,46500,work for a medium-sized company,Full-Stack Web Developer,English,married or domestic partnership,bachelor's degree,45000
b3e15983cb985e5d1b92161c641ebdf2,41,NA,United States of America,education,Employed for wages,NA,female,51000,NA,NA,English,NA,"some college credit, no degree",40000
144c4fb7193dbbbbe4e1dc4de95ea5d8,48,1,Canada,NA,Not working but looking for work,50000,male,NA,work for a startup,  Front-End Web Developer,English,married or domestic partnership,bachelor's degree,NA
0874a93c25c1d8e5bfaad73fc90d4343,43,NA,United States of America,education,Employed for wages,NA,female,75000,start your own business,NA,English,NA,master's degree (non-professional),40000
513bd27032c936a952ab69993c1d8f23,55,NA,United States of America,software development and IT,Employed for wages,50000,female,67000,work for a medium-sized company,  Front-End Web Developer,English,NA,bachelor's degree,NA
f2434281d4cdc47c1b91f53d88c09d12,38,NA,United States of America,NA,Self-employed freelancer,NA,female,40000,NA,NA,English,NA,bachelor's degree,5000
09a5926bbc1a3f63737aa4b6beeb6e07,21,NA,United States of America,NA,Not working but looking for work,70000,male,NA,work for a startup,  Data Scientist / Data Engineer,English,NA,bachelor's degree,16000
b3b7907018acf3e1d3b1acbb5388b90a,17,NA,Canada,NA,Not working and not looking for work,NA,male,NA,start your own business,NA,English,NA,some high school,NA
09d416d4437f14d603aab518e3f24caa,46,NA,United States of America,software development and IT,Employed for wages,NA,male,100000,NA,NA,English,NA,bachelor's degree,NA
675f25af2986edd93691c25c587ec6cd,19,NA,United States of America,NA,Not working and not looking for work,NA,male,NA,NA,  Mobile Developer,English,NA,"some college credit, no degree",NA
0c0ced134de823fd80b33fb3ccf428e2,30,NA,Croatia,NA,Not working but looking for work,6000,male,NA,work for a startup,Back-End Web Developer,Croatian,NA,master's degree (non-professional),NA
03b398e37fd47d130d2a2ed387c4038c,22,NA,United States of America,NA,Not working but looking for work,70000,male,NA,work for a startup,Full-Stack Web Developer,English,NA,"some college credit, no degree",NA
43221d0fda3bac2e06e93043bcc4a9d7,19,NA,United States of America,food and beverage,Employed for wages,20000,male,12000,work for a startup,Full-Stack Web Developer,English,NA,high school diploma or equivalent (GED),NA
a93513271e202dac9e353cc88c3abc73,27,NA,United States of America,software development and IT,Employed for wages,30000,male,32000,work for a startup,  Front-End Web Developer,English,NA,bachelor's degree,28000
316023b94066f187c6fda794d92dceef,25,NA,United States of America,NA,Not working and not looking for work,55000,male,NA,NA,  Data Scientist / Data Engineer,English,NA,bachelor's degree,8210
68f204dd1d0e4eee30c5e4e3a0ec3e9d,26,NA,United States of America,NA,Not working and not looking for work,50000,male,NA,work for a medium-sized company,Full-Stack Web Developer,English,NA,bachelor's degree,NA
14971ad2c4a78e7eccadd796a53a957b,27,NA,United States of America,software development and IT,Employed for wages,NA,female,67000,freelance ,NA,English,NA,bachelor's degree,NA
6eaed7dbaa888d35b90cb1c3b1c85605,35,NA,Greece,NA,Not working but looking for work,25000,male,NA,work for a multinational corporation,Back-End Web Developer,Greek,NA,"trade, technical, or vocational training",NA
8dfff18c76509a519770974f5d2a7d1e,17,NA,Australia,NA,Not working but looking for work,NA,male,NA,start your own business,NA,English,NA,high school diploma or equivalent (GED),NA
8abc39a2aa75bec39f06693c58be6ed9,32,2,Mexico,software development and IT,Employed for wages,NA,male,15000,NA,NA,Spanish,married or domestic partnership,bachelor's degree,NA
9e0604341e7b7a9efd49d83378968465,54,3,United States of America,software development and IT,Employed for wages,NA,male,94000,freelance ,NA,English,married or domestic partnership,"some college credit, no degree",20000
eb8777a86fd69e47b66c7dff4e77c2ca,52,1,United States of America,software development and IT,Employed for wages,NA,male,55000,NA,NA,English,married or domestic partnership,bachelor's degree,NA
3e35e68dcc4dec78f62381d7b229c4e4,45,1,United Kingdom,software development and IT,Self-employed business owner,NA,male,65000,freelance ,NA,English,married or domestic partnership,bachelor's degree,NA
e21078eef3119fc9b3719d040db41f77,33,NA,United States of America,NA,Not working and not looking for work,80000,male,NA,work for a multinational corporation,Full-Stack Web Developer,Mandarin Chinese,NA,bachelor's degree,NA
ec1c963a82ad264951fc4285b7780d4c,27,NA,United States of America,NA,Employed for wages,50000,male,10000,work for a medium-sized company,  Mobile Developer,English,NA,"some college credit, no degree",9000
5ea68193656680126c70ab399788552d,36,NA,United States of America,office and administrative support,Employed for wages,NA,female,32000,start your own business,NA,English,NA,bachelor's degree,30000
7a73d59f044c7f4551ff1790e6f5aa88,27,NA,United States of America,software development and IT,Employed for wages,NA,female,60000,start your own business,NA,Yue (Cantonese) Chinese,NA,bachelor's degree,NA
01817edb70766004841506fe7096a78b,35,3,United States of America,NA,Employed for wages,NA,male,35000,freelance ,NA,English,married or domestic partnership,bachelor's degree,NA
a14881bb55d6a05f01fdf75a0e343a25,45,NA,United States of America,office and administrative support,Employed for wages,25000,male,20000,work for a medium-sized company,Back-End Web Developer,English,NA,bachelor's degree,120000
00990045f7cd00382df754c0aa3ebffb,22,NA,Portugal,NA,Not working but looking for work,15000,female,NA,work for a startup,Full-Stack Web Developer,Russian,NA,bachelor's degree,NA
10437d1825baa78539f0c4294ec3d244,47,2,United States of America,finance,Employed for wages,NA,male,NA,start your own business,NA,English,married or domestic partnership,bachelor's degree,NA
1b8ab6d936895212033ec1b10ea87d11,29,NA,Armenia,NA,Doing an unpaid internship,NA,female,NA,start your own business,NA,Armenian,NA,bachelor's degree,NA
95572204cff25807b677ca76e3e3a1ef,25,NA,Brazil,software development and IT,Employed for wages,NA,male,20000,NA,NA,Portuguese,NA,bachelor's degree,NA
1dc2618242e0a12441d7d0a48f9098e6,31,NA,United States of America,software development and IT,Self-employed freelancer,NA,male,30000,NA,NA,English,NA,bachelor's degree,NA
c52aa2b4ee78236281e682a0f3bcb48f,21,NA,Poland,NA,NA,8000,male,NA,work for a multinational corporation,Full-Stack Web Developer,Polish,NA,some high school,NA
56d1a794a079f8aa6b04e1e2412554ab,26,NA,United States of America,software development and IT,Employed for wages,NA,male,42000,start your own business,NA,English,NA,bachelor's degree,3000
4c105cc261759798a721f2846ce85b50,22,NA,United States of America,NA,Doing an unpaid internship,NA,female,NA,freelance ,NA,English,NA,bachelor's degree,NA
532a64f0edadeac1869b3e758f8b5851,23,NA,Albania,software development and IT,Employed for wages,NA,male,156000,NA,NA,Albanian,"single, never married",master's degree (non-professional),13000
55cda304968dcb7dfe3a3cfcb1623ff8,37,NA,United States of America,NA,Not working but looking for work,120000,male,NA,work for a startup,Full-Stack Web Developer,English,married or domestic partnership,bachelor's degree,NA
3e025ea11b5d1df849446d4f6d52f168,32,NA,United States of America,NA,Not working but looking for work,60000,male,NA,work for a startup,Full-Stack Web Developer,English,NA,bachelor's degree,NA
3f99bca7cba0a4ac944aec780f0eafa0,20,NA,Kenya,NA,Doing an unpaid internship,NA,male,NA,start your own business,NA,Swahili,NA,some high school,NA
f5264ca072540c69cfaac60923c55610,28,NA,United States of America,"arts, entertainment, sports, or media",Employed for wages,80000,male,36000,work for a medium-sized company,  Product Manager,English,NA,bachelor's degree,NA
d89a3e9366917294098b8fd722433452,20,NA,India,software development and IT,Employed for wages,NA,male,25000,NA,NA,Marathi,NA,"some college credit, no degree",NA
c838e12758e07d237b2202e8bdb9d71a,NA,NA,NA,NA,NA,NA,NA,NA,freelance ,NA,NA,NA,NA,NA
aaa91ecbe3c67cf31632ab7aaabaa40b,47,NA,United States of America,education,Employed for wages,50000,male,42000,work for a multinational corporation,  Front-End Web Developer,English,married or domestic partnership,bachelor's degree,12000
b0c213e791a497ff76b08508c3201357,28,NA,United States of America,finance,Employed for wages,NA,female,53000,freelance ,NA,English,NA,bachelor's degree,12000
5e226659de2d533c53356cb83d2dfd6c,33,NA,United States of America,NA,Doing an unpaid internship,NA,female,NA,start your own business,NA,Spanish,NA,bachelor's degree,70000
bfd0facdc2764d0aae8e9f1ef49c15f2,25,NA,Lithuania,software development and IT,Employed for wages,12000,male,9000,work for a medium-sized company,  DevOps / SysAdmin,Lithuanian,NA,master's degree (non-professional),NA
7cd97cb48e33ff22964ae78deffc527b,23,NA,United States of America,health care,Employed for wages,NA,female,NA,freelance ,NA,English,NA,bachelor's degree,NA
24d94c735b1419315d10ca6c44ea154e,47,NA,United States of America,NA,Not working but looking for work,90000,male,NA,work for a medium-sized company,  Front-End Web Developer,English,married or domestic partnership,"some college credit, no degree",NA
d8e10de42fe519c49c48bd7d04a910ec,19,NA,United Kingdom,NA,Unable to work,NA,male,NA,freelance ,NA,English,NA,NA,NA
65d2c7ae8f6b86c39d7ef0efed6a2105,23,NA,Brazil,NA,NA,50000,male,NA,work for a multinational corporation,  Data Scientist / Data Engineer,Portuguese,NA,bachelor's degree,NA
e62f0ef410542618b08aafa8564c77cf,24,NA,United States of America,food and beverage,Employed for wages,NA,male,18000,freelance ,NA,English,NA,high school diploma or equivalent (GED),5000
d9b87a5dc189a3d5ef704186ce7b152e,22,NA,New Zealand,office and administrative support,Employed for wages,40000,male,6000,work for a multinational corporation,  Product Manager,English,NA,bachelor's degree,15000
fcc69244c0b90ecbd24c17b569d6a189,21,NA,India,NA,Not working and not looking for work,10000,male,NA,work for a multinational corporation,  Data Scientist / Data Engineer,Hindi,NA,bachelor's degree,NA
eb5d02238526db56e87a1ebec4983c9f,34,NA,United Kingdom,NA,Not working and not looking for work,NA,female,NA,start your own business,NA,English,married or domestic partnership,high school diploma or equivalent (GED),NA
f69e0b4890e8f90c86934a5baf45fa12,41,NA,United States of America,software development and IT,Employed for wages,NA,female,99000,NA,NA,English,NA,"some college credit, no degree",NA
90a6e0b3630491b86e4fa1111f000fed,40,NA,Italy,software development and IT,Employed for wages,NA,male,NA,NA,NA,Italian,NA,high school diploma or equivalent (GED),NA
ea2d767d40ca7a4be32f2a808c505607,26,NA,United States of America,software development and IT,Employed for wages,70000,male,90000,work for a startup,  User Experience Designer,English,NA,bachelor's degree,7000
ae55a9c13604ec46213123c6cfeb901c,23,NA,United States of America,NA,NA,50000,female,NA,work for a medium-sized company,Full-Stack Web Developer,English,NA,high school diploma or equivalent (GED),100000
da3644a0608a727c36e8a44e1b0f0eb5,31,NA,United States of America,software development and IT,Employed for wages,NA,male,NA,NA,NA,English,married or domestic partnership,high school diploma or equivalent (GED),NA
ed5123929ec364034cf3d075f34aeddc,33,NA,Israel,NA,Employed for wages,35000,male,16000,work for a medium-sized company,  Data Scientist / Data Engineer,Russian,NA,master's degree (non-professional),NA
999fe137dd45ea761fecc84180b976b4,33,NA,United Kingdom,NA,Military,NA,male,NA,freelance ,NA,English,NA,"trade, technical, or vocational training",NA
3688149a95b922ed58189e79f54a7a15,NA,NA,United States of America,NA,Employed for wages,80000,male,NA,work for a multinational corporation,  Front-End Web Developer,NA,NA,bachelor's degree,NA
676868ef7030b6b67b223b04ee1bc758,23,NA,Spain,NA,Not working and not looking for work,20000,male,NA,work for a medium-sized company,  Front-End Web Developer,Spanish,NA,"some college credit, no degree",NA
f0b543db5bbdedfa53a11b79c92f0d6d,32,NA,Italy,NA,Not working and not looking for work,25000,male,NA,work for a multinational corporation,Full-Stack Web Developer,Italian,NA,"some college credit, no degree",NA
7814c22a1d3239041fd4ca8add2aaa6f,37,NA,Mexico,NA,Self-employed freelancer,NA,male,10500,freelance ,NA,Spanish,NA,bachelor's degree,NA
721bed6ca950754da5748f1e47cf2464,33,3,United States of America,software development and IT,Employed for wages,NA,male,76000,NA,NA,English,married or domestic partnership,"some college credit, no degree",56000
c0e495ae1b1d38cc8aad53780cb33de2,24,NA,Greece,NA,NA,NA,male,NA,start your own business,NA,Greek,NA,high school diploma or equivalent (GED),NA
a9b55a617372bd815bcff70cea646d57,37,2,United States of America,NA,Not working but looking for work,50000,male,NA,work for a medium-sized company,  Mobile Developer,English,married or domestic partnership,"some college credit, no degree",5000
ca168e29d6f495841194618c4ac5945f,20,NA,India,NA,Doing an unpaid internship,NA,male,NA,start your own business,NA,Hindi,NA,some high school,NA
1c6c15d90a7faac8d2e75c772a37e991,24,NA,Jamaica,software development and IT,Employed for wages,50000,female,NA,work for a medium-sized company,Full-Stack Web Developer,English,NA,bachelor's degree,100000
389b8e3fcecfa98c2a835bf56ca19339,18,NA,United States of America,NA,NA,NA,female,NA,start your own business,NA,English,NA,some high school,NA
3363f9d6c612a033d9c0c2542e37fd25,40,2,United States of America,legal,Employed for wages,70000,female,45700,work for a medium-sized company,Full-Stack Web Developer,English,separated,bachelor's degree,55000
5c644ba0d4b1f44088d14a4ca867bb80,23,2,United States of America,software development and IT,Employed for wages,NA,male,36000,NA,NA,English,divorced,associate's degree,13000
2267aa55620a6c9e0e80cade6e8be77e,26,NA,United States of America,NA,Not working but looking for work,NA,male,NA,start your own business,NA,Vietnamese,NA,bachelor's degree,NA
e8123c505aa01a981a9c2317898995c1,20,NA,United States of America,food and beverage,Employed for wages,40000,male,11000,work for a medium-sized company,  User Experience Designer,English,NA,associate's degree,NA
eae739dd30cb4c6fc38cb6980dfc9a86,34,NA,Russia,NA,Not working but looking for work,24000,female,NA,work for a multinational corporation,Full-Stack Web Developer,Esperanto,NA,master's degree (non-professional),NA
3224b79d4e38e5229e17db5cfe581eb2,23,NA,Colombia,NA,Not working but looking for work,NA,female,NA,start your own business,NA,Spanish,"single, never married",associate's degree,NA
cfec3e24a5c4aaf0c7a625deafcd886b,38,NA,Israel,NA,Self-employed freelancer,NA,male,NA,start your own business,NA,Hebrew,NA,bachelor's degree,NA
6c26705d8e221c304038898e31347997,27,2,United States of America,NA,Unable to work,NA,female,NA,freelance ,NA,English,"single, never married",high school diploma or equivalent (GED),5000
87bff8f419ed3e5ef342b8ea7d3f2e5d,30,1,United States of America,NA,NA,60000,male,NA,work for a multinational corporation,  Front-End Web Developer,English,married or domestic partnership,"trade, technical, or vocational training",NA
d05191c1b1e0e21bd9513d54f9b8254d,24,NA,United States of America,finance,Employed for wages,60000,female,50000,work for a multinational corporation,  Data Scientist / Data Engineer,Tagalog,NA,bachelor's degree,60000
a880a8033da26bcda89ddd0c50fda489,42,NA,Canada,NA,Not working and not looking for work,40000,male,NA,work for a medium-sized company,Full-Stack Web Developer,English,NA,"trade, technical, or vocational training",NA
b2ae40b6fe6d893436952f2c57c71013,54,NA,United States of America,NA,A stay-at-home parent or homemaker,NA,female,NA,start your own business,NA,English,NA,"trade, technical, or vocational training",NA
ed23b01cfbe00f65340a85dae3cd3e85,25,2,United States of America,food and beverage,Employed for wages,NA,male,32000,start your own business,NA,English,married or domestic partnership,high school diploma or equivalent (GED),9000
b48c3400af1c31a44b8c5ae4d5f40dcd,46,NA,United States of America,software development and IT,Employed for wages,NA,female,35000,NA,NA,English,NA,master's degree (non-professional),40000
e42738fd77767507fbeb1707d1ef118a,28,NA,United States of America,"arts, entertainment, sports, or media",Employed for wages,60000,female,40000,work for a multinational corporation,Full-Stack Web Developer,English,NA,bachelor's degree,20000
2bcc729f5d6a19ca0bf865b2b527e2f1,32,2,United States of America,education,Employed for wages,65000,male,47000,work for a medium-sized company,  Front-End Web Developer,English,married or domestic partnership,master's degree (non-professional),47000
f01e56dec403fb7c9be2142f36bceda3,44,NA,Canada,NA,Not working but looking for work,NA,male,NA,freelance ,NA,English,NA,"some college credit, no degree",NA
1150248dc03270cf6c331dc3c7fa8854,31,NA,United States of America,NA,Employed for wages,75000,male,40000,work for a startup,  Data Scientist / Data Engineer,English,NA,Ph.D.,NA
5e38bd187a75cc6cf1edec8451e9e56c,24,NA,United States of America,NA,Not working but looking for work,90000,female,NA,work for a medium-sized company,Full-Stack Web Developer,English,NA,bachelor's degree,27000
617a3f335996ef8bbf428538e4646f14,26,NA,India,software development and IT,Employed for wages,80000,male,NA,work for a startup,Back-End Web Developer,Marathi,NA,bachelor's degree,33000
1763fe6479e604e91bc107a961fd2aa8,46,2,Republic of Serbia,software development and IT,Self-employed freelancer,NA,male,NA,freelance ,NA,Serbian,married or domestic partnership,bachelor's degree,NA
e91898ddfa187df7fef13a76894f18ff,23,NA,India,NA,Not working and not looking for work,NA,male,NA,start your own business,NA,Hindi,NA,"some college credit, no degree",NA
8dcf7eb388c1a6b171eed92688bbfba5,52,2,"Netherlands (Holland, Europe)",finance,Employed for wages,NA,male,85000,NA,NA,Dutch,married or domestic partnership,"some college credit, no degree",NA
f84138988f23819d20b05c091af5b4e8,21,NA,India,NA,Not working but looking for work,10000,male,NA,work for a startup,  Data Scientist / Data Engineer,Hindi,NA,high school diploma or equivalent (GED),NA
240dfaa2b0aa76cde1aa986106a6e4a7,30,NA,United States of America,education,Employed for wages,NA,male,33000,freelance ,NA,English,NA,associate's degree,NA
c6b7e231b0636ad5996a139d62343a76,42,4,United States of America,software development and IT,Employed for wages,75000,male,57000,NA,Full-Stack Web Developer,English,married or domestic partnership,"trade, technical, or vocational training",NA
4c7474619efb19b2b983b750c5d018e6,32,NA,Mexico,NA,Employed for wages,NA,male,NA,freelance ,NA,Spanish,NA,Ph.D.,NA
9a44019d91ab5205ef0f51e97cddc39b,34,NA,United States of America,NA,Not working but looking for work,35000,male,NA,work for a medium-sized company,Full-Stack Web Developer,English,NA,bachelor's degree,14000
63ff19ba4ace7b19e96572245e32af24,42,3,United States of America,software development and IT,Employed for wages,NA,male,NA,NA,NA,English,married or domestic partnership,bachelor's degree,6000
ae9b7660bdb017e4047ea3f6c378f64b,47,NA,United States of America,NA,Not working but looking for work,NA,male,NA,freelance ,NA,English,NA,bachelor's degree,10000
1c26e0c091df37e87d08458127f37b0a,30,NA,Nigeria,NA,Not working but looking for work,NA,male,NA,freelance ,NA,English,NA,bachelor's degree,NA
3a65d945f9249a06e315cdbcf8102e00,27,NA,United States of America,health care,Employed for wages,60000,male,30000,work for a multinational corporation,  Mobile Developer,English,married or domestic partnership,bachelor's degree,10000
3600e9912932c23e659d708f1581e310,23,NA,Sweden,NA,Doing an unpaid internship,24000,male,NA,work for a multinational corporation,  Front-End Web Developer,Swedish,married or domestic partnership,"trade, technical, or vocational training",20000
a81367818f68c3fae471e42110ea1451,32,NA,United States of America,NA,Not working but looking for work,60000,male,NA,work for a medium-sized company,Full-Stack Web Developer,English,NA,"some college credit, no degree",70000
9480f5eeb173cc3c962fabfdf28dbf88,37,2,India,NA,Not working but looking for work,NA,female,NA,freelance ,NA,Konkani,married or domestic partnership,"professional degree (MBA, MD, JD, etc.)",NA
3a3aec12812a9572a7af5b3943817193,28,NA,United States of America,education,Employed for wages,NA,male,50000,start your own business,NA,English,NA,bachelor's degree,10000
890bd90df52f6e71e872355c23fc6146,22,NA,South Africa,NA,Not working but looking for work,18000,male,NA,work for a startup,Back-End Web Developer,Afrikaans,NA,bachelor's degree,NA
74a379b445f80b97105ae1b8fea127bb,25,1,United States of America,NA,Unable to work,35000,female,NA,work for a medium-sized company,  Front-End Web Developer,English,"single, never married","some college credit, no degree",20000
75f60e43a8a1809a13c4b8087f2b0949,23,NA,United States of America,transportation,Employed for wages,50000,female,NA,work for a medium-sized company,  Front-End Web Developer,English,NA,bachelor's degree,NA
822540e93b8675356d1abd4986d6a660,22,NA,United Kingdom,finance,Employed for wages,35000,male,35000,work for a medium-sized company,Back-End Web Developer,English,NA,high school diploma or equivalent (GED),NA
c2299670cd2b66bd4d767c251f179ffc,34,1,United States of America,software development and IT,Employed for wages,70000,male,40000,work for a medium-sized company,Back-End Web Developer,English,married or domestic partnership,bachelor's degree,24000
55cf431e8e99526eb1675665bd8d06ac,30,NA,NA,software development and IT,Employed for wages,NA,female,50000,NA,NA,English,NA,associate's degree,NA
b535e3945b132b5a3ea3978437c0ec96,26,NA,United States of America,food and beverage,Employed for wages,NA,male,15000,start your own business,NA,English,NA,"some college credit, no degree",6000
1017787e0ad75658ce47235ea4d19d93,27,NA,United States of America,NA,Not working but looking for work,90000,female,NA,work for a medium-sized company,  Data Scientist / Data Engineer,Armenian,NA,bachelor's degree,NA
90b41486a97c11ecd708fcb4d4152a1b,49,NA,United States of America,NA,Not working and not looking for work,NA,male,NA,start your own business,NA,Spanish,NA,"trade, technical, or vocational training",NA
0154a9ab39531031675a6e6601c378f3,40,NA,United States of America,software development and IT,Employed for wages,NA,male,40000,freelance ,NA,English,NA,"trade, technical, or vocational training",80000
bed61107e708e1a55f5c0eee2cc45bf0,22,NA,United Kingdom,software development and IT,Employed for wages,NA,male,28000,NA,NA,English,NA,bachelor's degree,NA
599418d7ce2b97b11bcb6e4198d846eb,32,NA,United States of America,law enforcement and fire and rescue,Employed for wages,NA,male,105000,start your own business,NA,English,NA,bachelor's degree,NA
fc28979c5cde6375b6a13abde29e1759,21,NA,Turkey,NA,Not working but looking for work,9000,male,NA,work for a multinational corporation,Full-Stack Web Developer,Turkish,NA,bachelor's degree,NA
b7d739fc9f19cfc369d2c5b5cfb98284,NA,NA,United States of America,NA,NA,NA,male,NA,NA,Full-Stack Web Developer,English,NA,"some college credit, no degree",NA
564893876bb3857e895f5d3a6a97be3c,21,NA,India,NA,Not working but looking for work,NA,male,NA,freelance ,NA,Tamil,"single, never married",bachelor's degree,NA
edbf9478ec39bb029f767f1b36e25712,28,1,United States of America,education,Employed for wages,65000,male,58000,work for a startup,Full-Stack Web Developer,English,married or domestic partnership,bachelor's degree,50000
0ce3e91ffb21c5235127098fa9be6d31,24,NA,Pakistan,NA,Not working but looking for work,NA,male,NA,freelance ,NA,Urdu,NA,bachelor's degree,NA
bbb1440ffe22a54cff8275975c2cd06e,50,NA,United States of America,NA,Not working but looking for work,70000,female,NA,work for a medium-sized company,  Front-End Web Developer,English,NA,bachelor's degree,NA
b2d0bd22ccc83d195cd2f157a3018815,51,1,United States of America,NA,A stay-at-home parent or homemaker,80000,female,NA,work for a multinational corporation,  Data Scientist / Data Engineer,English,married or domestic partnership,bachelor's degree,NA
69e63f89ae800c0d7b0614a300e16de3,27,NA,United Kingdom,office and administrative support,Employed for wages,NA,male,NA,work for a medium-sized company,Full-Stack Web Developer,English,NA,bachelor's degree,NA
d2bae7a9eea6a826771c4b9b229ed662,30,1,United Kingdom,NA,A stay-at-home parent or homemaker,NA,female,NA,freelance ,NA,English,married or domestic partnership,bachelor's degree,7000
db7227f6c8080d61c5a76a0361d69add,25,NA,Libya,NA,Doing an unpaid internship,NA,female,NA,NA,NA,Arabic,"single, never married",bachelor's degree,NA
9f95366dfca2b096503ec25685c92bef,22,NA,Turkey,NA,Doing an unpaid internship,18000,male,NA,work for a startup,  Data Scientist / Data Engineer,Turkish,"single, never married",high school diploma or equivalent (GED),4000
d97337732f6c25e8dd75cb1da0e47b4e,40,2,United States of America,food and beverage,Employed for wages,40000,male,21000,work for a medium-sized company,  Mobile Developer,English,married or domestic partnership,associate's degree,NA
9c597be0bf1a54dacb0d7fc9efad3497,21,NA,United States of America,NA,Doing an unpaid internship,NA,male,NA,start your own business,NA,English,NA,bachelor's degree,35000
7f0d3f128f4cd093ed8e222ba1686fab,27,2,United States of America,software development and IT,Employed for wages,62000,male,48000,work for a medium-sized company,  DevOps / SysAdmin,English,married or domestic partnership,associate's degree,30000
40db56a22bd8a3fefe09f201a126c200,24,NA,India,education,Employed for wages,40000,male,25000,work for a startup,  Data Scientist / Data Engineer,English,NA,master's degree (non-professional),NA
6803c3aa50098e0a9eea77f8b2f75030,31,NA,United States of America,education,Employed for wages,NA,male,35000,freelance ,NA,English,NA,master's degree (non-professional),150000
4b05d16521a0204fe801698371f20ed6,44,2,Australia,finance,Employed for wages,NA,male,65000,freelance ,NA,English,married or domestic partnership,bachelor's degree,NA
806c3887c948148cc11a77d755e9ecfc,21,NA,India,NA,Unable to work,NA,male,NA,freelance ,NA,Punjabi,NA,bachelor's degree,NA
965a38817860ed45739f9108c8d1d14e,42,NA,Venezuela,education,Employed for wages,30000,male,10000,work for a medium-sized company,  Data Scientist / Data Engineer,Spanish,NA,master's degree (non-professional),NA
7d0c8b6c3f7089b875624b84fea2d088,44,2,United States of America,transportation,Self-employed freelancer,NA,female,10000,freelance ,NA,English,divorced,master's degree (non-professional),NA
3ece067b9b930c774f579f1f71c2b6ad,33,2,United Kingdom,software development and IT,Self-employed freelancer,NA,male,12000,freelance ,NA,English,married or domestic partnership,bachelor's degree,33000
65f16a743f0aae5938acf0dc1d383b9c,25,NA,India,education,Employed for wages,NA,male,6000,NA,NA,Telugu,NA,bachelor's degree,40000
3ff5bd3026697bf3e207b39bff64340b,39,NA,United States of America,NA,Not working but looking for work,NA,male,NA,freelance ,NA,English,NA,bachelor's degree,223000
7a278bd2e31dfbf082a34b9781669f4e,39,NA,United Kingdom,finance,Employed for wages,NA,male,30000,freelance ,NA,English,NA,"some college credit, no degree",NA
1d9a96ee9ff4fd8aaea057a76dda390f,30,NA,Jamaica,NA,Employed for wages,40000,female,21000,work for a multinational corporation,  Data Scientist / Data Engineer,English,"single, never married","some college credit, no degree",15000
db5a5936456ab279d4c8e554f08aacc2,27,NA,Philippines,software development and IT,Employed for wages,70000,female,65000,work for a medium-sized company,Back-End Web Developer,Cebuano,NA,bachelor's degree,12000
b4fab34861ab405b6fd73e4c63ceb4c5,30,NA,United States of America,software development and IT,Self-employed freelancer,NA,male,70000,NA,NA,English,NA,bachelor's degree,80000
7f7052dbc619a3f649561c035d3522b1,27,2,United States of America,sales,Employed for wages,NA,male,60000,start your own business,NA,English,married or domestic partnership,bachelor's degree,50000
35c10eba217ae9d7d1be86aba1708b08,31,1,United States of America,software development and IT,Employed for wages,NA,male,70000,start your own business,NA,English,married or domestic partnership,bachelor's degree,20000
8f486ebfd40a909f3de099ff18551a4a,29,NA,Canada,"arts, entertainment, sports, or media",Employed for wages,31000,male,26000,work for a medium-sized company,Full-Stack Web Developer,English,NA,bachelor's degree,30000
f8936dd7d5c2e33bd2989fb659990187,19,NA,Brazil,NA,Not working and not looking for work,NA,male,NA,NA,  User Experience Designer,Portuguese,NA,high school diploma or equivalent (GED),NA
b88c4217dda4e20809342df357510bfa,29,NA,United States of America,NA,Employed for wages,70000,male,34000,work for a medium-sized company,  Front-End Web Developer,English,NA,"some college credit, no degree",5000
0ece2f973cd4c88b18bd7a7fb1cee1dc,NA,NA,NA,NA,NA,50000,NA,NA,work for a medium-sized company,Full-Stack Web Developer,NA,NA,NA,NA
39e8eb3788609970fd32aea1724f83c7,22,NA,Greece,NA,Not working but looking for work,NA,male,NA,freelance ,NA,Greek,"single, never married",associate's degree,NA
e8f28cdc11225159e60327d3db7f4180,25,NA,United States of America,software development and IT,Employed for wages,NA,male,51000,NA,NA,English,married or domestic partnership,bachelor's degree,5500
c64b87758994a7c475c9914a557df46c,30,3,United States of America,NA,Not working but looking for work,50000,male,NA,work for a medium-sized company,Full-Stack Web Developer,English,married or domestic partnership,associate's degree,40000
4e406d2ebb880f54a01730ee884da3fa,45,6,United States of America,NA,Not working but looking for work,50000,female,NA,work for a medium-sized company,  Front-End Web Developer,English,married or domestic partnership,bachelor's degree,60000
597057ac68644346e05fa0467d26956d,22,NA,United States of America,software development and IT,Employed for wages,NA,female,53000,NA,NA,English,NA,"some college credit, no degree",NA
442a93c4c8c2a81923797867b2dd7f90,28,NA,Lithuania,NA,Not working but looking for work,12000,male,NA,work for a medium-sized company,Full-Stack Web Developer,Lithuanian,NA,bachelor's degree,NA
7ffeb15027f807bbf977db91e417f367,16,NA,United States of America,NA,NA,NA,female,NA,NA,  Product Manager,Telugu,NA,NA,NA
